1	2	1
1	3	6
1	4	3
1	5	1
1	6	3
1	8	1
1	9	3
1	11	1
1	12	3
1	13	2
1	14	5
1	15	2
1	16	1
1	18	5
1	20	1
1	21	1
1	22	3
1	26	1
1	29	2
1	31	4
1	33	3
1	34	3
1	35	1
1	36	4
1	37	1
1	38	1
1	39	4
1	44	4
1	46	2
1	48	4
1	49	1
1	50	1
1	52	6
1	53	4
1	55	5
1	56	1
1	57	3
1	58	1
1	59	1
2	3	1
2	4	1
2	5	1
2	6	2
2	7	6
2	8	7
2	9	2
2	10	3
2	12	3
2	13	1
2	14	2
2	15	3
2	16	3
2	17	3
2	18	4
2	19	2
2	21	2
2	22	1
2	23	3
2	24	2
2	25	2
2	26	3
2	27	3
2	28	1
2	29	2
2	30	3
2	31	3
2	32	1
2	33	1
2	34	2
2	35	2
2	36	4
2	37	1
2	38	4
2	39	5
2	40	1
2	41	1
2	42	2
2	43	3
2	44	7
2	46	4
2	48	1
2	49	4
2	51	4
2	52	6
2	54	1
2	55	7
2	56	2
2	58	2
2	59	2
3	4	4
3	5	3
3	6	2
3	7	5
3	8	4
3	9	5
3	10	1
3	11	1
3	12	5
3	13	3
3	14	2
3	16	2
3	17	2
3	18	6
3	19	1
3	20	1
3	22	4
3	23	1
3	24	1
3	25	1
3	27	1
3	28	2
3	29	4
3	31	5
3	33	3
3	35	2
3	36	7
3	37	2
3	38	3
3	39	3
3	41	1
3	42	1
3	43	3
3	44	4
3	45	3
3	46	6
3	48	6
3	49	8
3	51	2
3	52	4
3	53	4
3	55	5
3	56	1
3	57	2
3	58	4
3	59	2
4	5	1
4	6	1
4	7	2
4	8	2
4	9	6
4	12	3
4	13	1
4	14	4
4	15	3
4	16	1
4	17	1
4	18	1
4	19	1
4	20	5
4	21	2
4	22	2
4	23	2
4	24	1
4	25	1
4	26	1
4	27	1
4	28	3
4	30	1
4	31	1
4	33	3
4	34	1
4	35	1
4	36	2
4	37	1
4	39	2
4	42	1
4	43	1
4	44	2
4	46	1
4	48	1
4	49	4
4	51	1
4	52	1
