1	6	1
1	8	1
1	9	1
1	11	2
1	16	3
1	17	2
1	18	2
1	22	2
1	25	2
1	27	1
1	28	1
1	33	1
1	34	3
1	35	2
1	36	1
1	38	4
1	39	2
1	40	1
1	46	3
1	49	3
2	3	1
2	7	1
2	8	1
2	9	1
2	10	1
2	11	1
2	14	1
2	15	2
2	16	2
2	17	1
2	18	1
2	30	1
2	32	1
2	35	1
2	37	1
2	38	1
2	42	1
2	43	1
2	46	1
2	49	1
3	4	1
3	5	2
3	7	1
3	10	3
3	12	1
3	13	1
3	16	1
3	17	2
3	18	1
3	19	1
3	20	1
3	22	1
3	24	2
3	25	2
3	26	1
3	31	1
3	32	1
3	33	1
3	34	1
3	35	2
3	36	1
3	37	1
3	38	1
3	40	1
3	41	1
3	43	2
3	45	1
3	48	2
3	49	1
3	51	1
4	5	9
4	8	2
4	10	2
4	11	3
4	13	4
4	16	4
4	19	1
4	20	3
4	22	1
4	23	1
4	24	3
4	25	1
4	27	1
4	29	4
4	30	2
4	32	1
4	33	2
4	34	2
4	36	3
4	37	2
4	38	1
4	39	1
4	40	2
4	42	1
4	43	7
4	44	1
4	45	3
4	48	7
4	49	6
4	51	1
5	8	1
5	9	1
5	10	3
5	11	2
5	12	1
5	13	3
5	14	1
5	16	5
5	17	1
5	18	2
5	20	4
5	22	1
5	23	1
5	24	5
5	25	3
5	26	2
5	29	3
5	30	1
5	31	1
5	32	2
5	33	3
5	34	3
5	35	1
5	36	4
5	37	2
5	38	2
5	40	3
5	41	1
5	42	1
5	43	7
5	44	1
5	45	3
5	46	1
5	47	1
5	48	7
5	49	8
5	51	2
6	8	2
6	9	1
6	11	1
6	15	2
6	18	1
6	22	2
6	27	1
6	28	1
6	31	1
6	34	1
6	38	1
6	43	1
6	50	1
7	10	2
7	11	1
7	14	1
7	15	1
7	16	2
7	18	2
7	19	1
7	21	1
7	23	1
7	24	1
7	29	1
7	33	1
7	34	1
7	37	1
7	39	1
7	42	2
7	43	1
7	44	1
7	46	1
8	9	3
8	10	2
8	11	2
8	12	3
8	14	4
8	18	4
8	19	1
8	20	2
8	22	3
8	24	2
8	25	2
8	26	1
8	27	2
8	28	2
8	29	1
8	30	1
8	31	3
8	32	4
8	33	2
8	34	1
8	35	1
8	36	3
8	37	1
8	38	1
8	39	3
8	40	4
8	41	2
8	42	2
8	43	1
8	44	2
8	45	1
8	46	4
8	47	1
8	49	2
8	50	3
8	51	3
9	10	1
9	11	1
9	12	1
9	14	2
9	18	2
9	19	1
9	22	1
9	24	1
9	25	1
9	27	3
9	28	1
9	31	1
9	32	1
9	36	1
9	38	1
9	40	1
9	46	1
9	49	1
10	11	2
10	12	4
